"region","sector","year","co2.emiss","scenario"
"AK","base load generation","2015",0.490089905,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AL","base load generation","2015",10.44850684,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AR","base load generation","2015",5.40882336,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AZ","base load generation","2015",7.987621358,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CA","base load generation","2015",7.16792756,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CO","base load generation","2015",6.9413333608,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CT","base load generation","2015",0.9322256,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"DC","base load generation","2015",0.00610964,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"DE","base load generation","2015",0.244421616,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"FL","base load generation","2015",19.802419222,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"GA","base load generation","2015",9.4856196749,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"HI","base load generation","2015",1.0921489,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IA","base load generation","2015",4.567312236,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ID","base load generation","2015",0.1600904,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IL","base load generation","2015",9.79313646,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IN","base load generation","2015",15.98213495,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KS","base load generation","2015",7.281149592,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KY","base load generation","2015",14.52564456,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"LA","base load generation","2015",5.18098586,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MA","base load generation","2015",1.64961667,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MD","base load generation","2015",2.83105827,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ME","base load generation","2015",0.61892476,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MI","base load generation","2015",10.998048151,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MN","base load generation","2015",4.315058246,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MO","base load generation","2015",8.52484187,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MS","base load generation","2015",1.8652126213,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MT","base load generation","2015",1.2629376397,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NC","base load generation","2015",9.697146155,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ND","base load generation","2015",4.822999553,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NE","base load generation","2015",3.806009306,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NH","base load generation","2015",0.7869464,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NJ","base load generation","2015",1.176606029,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NM","base load generation","2015",4.474658836,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NV","base load generation","2015",0.645110054,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NY","base load generation","2015",2.316111148,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OH","base load generation","2015",14.278583134,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OK","base load generation","2015",7.2333740342,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OR","base load generation","2015",0.4802114335,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"PA","base load generation","2015",12.9059721,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"RI","base load generation","2015",0.264628622,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SC","base load generation","2015",5.81483532,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SD","base load generation","2015",0.264764137,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TN","base load generation","2015",7.57905241134,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TX","base load generation","2015",41.1587938,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"UT","base load generation","2015",2.098999873,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"VA","base load generation","2015",5.1783674,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"VT","base load generation","2015",0.08082299929,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WA","base load generation","2015",0.6686793724,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WI","base load generation","2015",5.18878969,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WV","base load generation","2015",12.93876284,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WY","base load generation","2015",9.55168278,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AL","biomass liquids","2015",0.000311401068027182,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AR","biomass liquids","2015",0.000392374136864078,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AZ","biomass liquids","2015",0.00383806831398806,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CA","biomass liquids","2015",0.0158021339420624,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CO","biomass liquids","2015",0.00956064899354906,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"FL","biomass liquids","2015",5.42154748733152e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"GA","biomass liquids","2015",0.00869325531446695,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"HI","biomass liquids","2015",4.06037770655377e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IA","biomass liquids","2015",0.288993870275441,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ID","biomass liquids","2015",0.00426989881524347,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IL","biomass liquids","2015",0.112858841615001,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IN","biomass liquids","2015",0.0860560179374295,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KS","biomass liquids","2015",0.0383790844230163,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KY","biomass liquids","2015",0.00303931207470568,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MA","biomass liquids","2015",6.76854177815379e-06,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ME","biomass liquids","2015",6.76854177815379e-06,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MI","biomass liquids","2015",0.02065089621145,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MN","biomass liquids","2015",0.087997935175963,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MO","biomass liquids","2015",0.0209398853208434,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MS","biomass liquids","2015",0.00311948374715055,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NC","biomass liquids","2015",6.76854177815353e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ND","biomass liquids","2015",0.0334958049310286,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NE","biomass liquids","2015",0.144327720494637,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NH","biomass liquids","2015",2.70709806562561e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NV","biomass liquids","2015",6.76854177815379e-06,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NY","biomass liquids","2015",0.0127667384380235,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OH","biomass liquids","2015",0.0408150984557125,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OK","biomass liquids","2015",0.000351915119882451,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OR","biomass liquids","2015",0.00325090852104266,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"PA","biomass liquids","2015",0.00875761821817143,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"RI","biomass liquids","2015",1.35351515443585e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SD","biomass liquids","2015",0.0800183314966156,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TN","biomass liquids","2015",0.0173034269075204,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TX","biomass liquids","2015",0.0309279105478618,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"UT","biomass liquids","2015",6.76854177815353e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"VA","biomass liquids","2015",0.00378960568002983,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WA","biomass liquids","2015",0.000703423999803523,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WI","biomass liquids","2015",0.0397258062871648,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WY","biomass liquids","2015",0.000574195242298392,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AL","cement","2015",0.223403,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AR","cement","2015",0.0711408,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AZ","cement","2015",0.322743,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CA","cement","2015",1.05237,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CO","cement","2015",0.196014,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CT","cement","2015",0.069647,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"FL","cement","2015",0.637344,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"GA","cement","2015",0.279304,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IA","cement","2015",0.142047,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ID","cement","2015",0.0515836,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IL","cement","2015",0.355331,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IN","cement","2015",0.195419,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KS","cement","2015",0.113979,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KY","cement","2015",0.0907379,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"LA","cement","2015",0.10559,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MA","cement","2015",0.0800618,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MD","cement","2015",0.144515,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MI","cement","2015",0.207088,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MN","cement","2015",0.153036,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MO","cement","2015",0.224546,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MS","cement","2015",0.0851705,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NC","cement","2015",0.229391,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NE","cement","2015",0.0622805,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NJ","cement","2015",0.190383,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NM","cement","2015",0.0551821,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NV","cement","2015",0.148795,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NY","cement","2015",0.290393,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OH","cement","2015",0.266867,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OK","cement","2015",0.122662,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OR","cement","2015",0.0888743,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"PA","cement","2015",0.431144,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SC","cement","2015",0.204498,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SD","cement","2015",0.0383059,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TN","cement","2015",0.191999,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TX","cement","2015",0.983292,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"UT","cement","2015",0.0930685,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"VA","cement","2015",0.236625,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WA","cement","2015",0.187766,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WI","cement","2015",0.146179,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WV","cement","2015",0.0532253,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AK","comm cooking","2015",0.01073264,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AL","comm cooking","2015",0.0345458,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AR","comm cooking","2015",0.0429122,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AZ","comm cooking","2015",0.0695666,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CA","comm cooking","2015",0.275579,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CO","comm cooking","2015",0.0724063,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CT","comm cooking","2015",0.02315634,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"DC","comm cooking","2015",0.01640433,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"DE","comm cooking","2015",0.01073987,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"FL","comm cooking","2015",0.1394728,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"GA","comm cooking","2015",0.068824,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"HI","comm cooking","2015",0.00297489,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IA","comm cooking","2015",0.02471788,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ID","comm cooking","2015",0.02253069,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IL","comm cooking","2015",0.1027783,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IN","comm cooking","2015",0.0404224,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KS","comm cooking","2015",0.02338255,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KY","comm cooking","2015",0.0330572,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"LA","comm cooking","2015",0.0395288,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MA","comm cooking","2015",0.0429942,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MD","comm cooking","2015",0.0655417,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ME","comm cooking","2015",0.00326987,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MI","comm cooking","2015",0.0746841,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MN","comm cooking","2015",0.0384647,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MO","comm cooking","2015",0.0391224,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MS","comm cooking","2015",0.0283995,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MT","comm cooking","2015",0.02301467,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NC","comm cooking","2015",0.0615648,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ND","comm cooking","2015",0.00473287,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NE","comm cooking","2015",0.01531628,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NH","comm cooking","2015",0.00334798,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NJ","comm cooking","2015",0.1068398,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NM","comm cooking","2015",0.040175,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NV","comm cooking","2015",0.0541688,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NY","comm cooking","2015",0.1832213,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OH","comm cooking","2015",0.0890196,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OK","comm cooking","2015",0.0359824,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OR","comm cooking","2015",0.0228643,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"PA","comm cooking","2015",0.092089,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"RI","comm cooking","2015",0.00515209,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SC","comm cooking","2015",0.0314738,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SD","comm cooking","2015",0.00455847,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TN","comm cooking","2015",0.0564045,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"TX","comm cooking","2015",0.1968883,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"UT","comm cooking","2015",0.0475944,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"VA","comm cooking","2015",0.0680372,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"VT","comm cooking","2015",0.00176768,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WA","comm cooking","2015",0.0452664,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WI","comm cooking","2015",0.0354053,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WV","comm cooking","2015",0.019281,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"WY","comm cooking","2015",0.01610973,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AK","comm cooling","2015",0.000107914,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AL","comm cooling","2015",0.00074976,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AR","comm cooling","2015",0.0128198,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"AZ","comm cooling","2015",0.0025489,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CA","comm cooling","2015",0.0213809,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CO","comm cooling","2015",0.000643259,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"CT","comm cooling","2015",0.0151287,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"DC","comm cooling","2015",0.000684439,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"DE","comm cooling","2015",0.000309558,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"FL","comm cooling","2015",0.0123256,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"GA","comm cooling","2015",0.00402286,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"HI","comm cooling","2015",7.66767e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IA","comm cooling","2015",0.000417481,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ID","comm cooling","2015",0.000249916,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IL","comm cooling","2015",0.0166367,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"IN","comm cooling","2015",0.0063474,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KS","comm cooling","2015",0.000665979,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"KY","comm cooling","2015",0.00038482,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"LA","comm cooling","2015",0.0126125,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MA","comm cooling","2015",0.0254464,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MD","comm cooling","2015",0.00206895,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ME","comm cooling","2015",0.00101672,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MI","comm cooling","2015",0.00773048,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MN","comm cooling","2015",0.00039192,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MO","comm cooling","2015",0.00101246,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MS","comm cooling","2015",0.000594978,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"MT","comm cooling","2015",0.000153359,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NC","comm cooling","2015",0.00250488,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"ND","comm cooling","2015",4.2601e-05,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NE","comm cooling","2015",0.000328021,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NH","comm cooling","2015",0.00154784,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NJ","comm cooling","2015",0.085765,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NM","comm cooling","2015",0.000521139,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NV","comm cooling","2015",0.00146685,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"NY","comm cooling","2015",0.118392,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OH","comm cooling","2015",0.0102169,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OK","comm cooling","2015",0.0109368,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"OR","comm cooling","2015",0.000961337,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"PA","comm cooling","2015",0.0560247,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"RI","comm cooling","2015",0.00360818,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
"SC","comm cooling","2015",0.0015762,"GCAM-USA_DAC_NZUSA2050ghg_NZROW2060co2_newEFV2_allEF"
